,id,subj,verb,obj1,adj1,preps1,obj2,adj2,preps2,obj1 phrasal weight,obj2 phrasal weight,distilgpt2 sentence score,full obj1,full obj2,obj1 syll,obj2 syll,distilgpt2 obj1 tokens,distilgpt2 obj2 tokens,obj1 len,obj2 len,gpt2 sentence score,gpt2 obj1 tokens,gpt2 obj2 tokens,gpt2_med sentence score,gpt2_med obj1 tokens,gpt2_med obj2 tokens,gpt2_large sentence score,gpt2_large obj1 tokens,gpt2_large obj2 tokens,gpt2_xl sentence score,gpt2_xl obj1 tokens,gpt2_xl obj2 tokens,llama_3 sentence score,llama_3 obj1 tokens,llama_3 obj2 tokens,llama_3_chat sentence score,llama_3_chat obj1 tokens,llama_3_chat obj2 tokens,babyopt sentence score,babyopt obj1 tokens,babyopt obj2 tokens,babyllama sentence score,babyllama obj1 tokens,babyllama obj2 tokens,mistral_0.3 sentence score,mistral_0.3 obj1 tokens,mistral_0.3 obj2 tokens,mistral_0.3_chat sentence score,mistral_0.3_chat obj1 tokens,mistral_0.3_chat obj2 tokens,olmo sentence score,olmo obj1 tokens,olmo obj2 tokens,olmo_chat sentence score,olmo_chat obj1 tokens,olmo_chat obj2 tokens,syll_ratio,wordlength_ratio,mods_ratio,sentence_shifted,sentence_nonshifted,gpt2_score,gpt2_med_score,gpt2_large_score,gpt2_xl_score,llama_3_score,llama_3_chat_score,babyopt_score,babyllama_score,mistral_0.3_score,mistral_0.3_chat_score,olmo_score,olmo_chat_score,var,responses
1,1,Janet,talked,with her team,['assigned'],['in the company'],about the project,"['catastrophic', 'failing']","['for the analysis', 'for the paper']",3,5,-5.7391159421,with assigned her team in the company,about the catastrophic failing project for the analysis for the paper,11,21,7,11,7,11,-5.5326409113,7,11,-5.2662508828,7,11,-5.3677657218,7,11,-5.3927124795,7,11,-5.0305321217,7,11,-5.0264687755,7,11,-7.2010707638,7,11,-4.4540186112,7,16,-4.4753339195,7,14,-4.5830909348,7,14,-5.0665963718,7,11,-5.1763162386,7,11,0.5238095238,0.6363636364,0.6000000000000001,Janet talked about the catastrophic failing project for the analysis for the paper with her assigned team in the company.,Janet talked with her assigned team in the company about the catastrophic failing project for the analysis for the paper.,-0.0189939226,-0.3253289178,0.0026488077000000002,0.1501627195,-0.0386242866,-0.1419752078,-0.7254800797000001,-0.1342830841,-0.0272807312,-0.0282678604,0.0980002313,0.0029259409,mpp,"[4.0, 1.0, 7.0, 3.0, 2.0]"
2,2,Janet,walked,with her brother,[],[],to our class,['math'],[],1,2,-5.4057098389,with her brother ,to our math class ,4,4,5,5,3,4,-5.0101566315,5,5,-4.8812805176,5,5,-4.7955678463,5,5,-4.6920391083,5,5,-4.7255020142,5,5,-4.9361005263,5,5,-7.6313397234,5,5,-4.4227966309,5,5,-4.7560834451,5,5,-5.0728118203,5,5,-4.5147879124,5,5,-4.9989616871,5,5,1.0,0.75,0.5,Janet walked to our math class with her brother.,Janet walked with her brother to our math class.,0.3538764954,0.3039096832,0.008174228700000001,0.2098890782,0.1042358225,0.14515946130000001,-0.6526193185,0.1645578385,0.1696928198,0.0822681947,0.405281353,0.5468053818,mpp,"[5.0, 1.0, 6.0, 7.0]"
3,3,Janet,chatted,with her professor,[],"['in the biology department', 'at the university']",inside the restaurant,"['American', 'seafood']",[],3,3,-4.9929083774,with her professor in the biology department at the university,inside the American seafood restaurant ,21,12,11,6,10,5,-4.6678302163,11,6,-4.6186824598,11,6,-4.5405931724,11,6,-4.5870462217,11,6,-4.9074047089,11,6,-4.7407269001,11,6,-6.7441718817,11,6,-3.9720864079,12,9,-4.1119878942,12,7,-4.1028591069,12,7,-4.419022259,11,6,-4.4765705058,11,6,1.75,2.0,1.0,Janet chatted inside the American seafood restaurant with her professor in the biology department at the university.,Janet chatted with her professor in the biology department at the university inside the American seafood restaurant.,-0.0353726838,0.044390025900000005,0.020698497200000002,0.018129926,0.1515644789,-0.0028766632000000003,0.21972117430000002,0.12882438570000002,0.0668230056,-0.0810164322,-0.0138847451,-0.0780455439,mpp,"[4.0, 7.0, 4.0, 7.0, 5.0]"
4,4,Janet,discussed,with her team,"['new', 'assigned']","['for stock predictions', 'in the company']",about a raise,"['large', 'generous']",['for the budget'],5,4,-6.2316112518,with new assigned her team for stock predictions in the company,about a large generous raise for the budget,17,12,11,8,11,8,-5.9977921573,11,8,-5.4631767273,11,8,-5.9246064533,11,8,-5.7841739221,11,8,-5.6111740237,11,8,-5.8427927598,11,8,-7.5384340908,11,8,-5.7472080977,12,8,-5.7550821097,11,8,-5.8155156218,11,8,-5.5559588779,11,8,-5.7516497482,11,8,1.4166666667,1.375,1.25,Janet discussed about a large generous raise for the budget with her new assigned team for stock predictions in the company.,Janet discussed with her new assigned team for stock predictions in the company about a large generous raise for the budget.,0.11692914100000001,-0.3120647777,0.0068925944,0.0718015107,0.053369542900000004,0.1460992565,-0.07598084990000001,0.0498745545,0.1891092425,0.2511548166,0.0982807333,0.0909214887,mpp,"[5.0, 6.0, 7.0, 2.0, 5.0]"
5,5,Janet,talked,with her team,['assigned'],"['in the finance branch', 'in the company']",about the project,"['disorganized', 'catastrophic', 'failing']","['in the data', 'for the analysis']",4,6,-5.6380968447,with assigned her team in the finance branch in the company,about the disorganized catastrophic failing project in the data for the analysis,16,26,11,13,11,12,-5.5255019576,11,13,-5.2914896365,11,13,-5.2283477253,11,13,-5.240761439,11,13,-5.0110635247,11,13,-5.0170629876,11,13,-7.046545182,11,13,-4.3998641126,12,19,-4.3437587917,11,17,-4.4021197259000004,11,17,-4.9975259922,11,13,-5.2456675282,11,13,0.6153846154,0.9166666667000001,0.6666666667000001,Janet talked about the disorganized catastrophic failing project in the data for the analysis with her assigned team in the finance branch in the company.,Janet talked with her assigned team in the finance branch in the company about the disorganized catastrophic failing project in the data for the analysis.,-0.3506659049,-0.4609629313,-0.175786142,-0.0678110123,-0.2029310124,-0.1795874493,-0.46268396710000004,-0.3612862195,-0.163082838,-0.171960637,-0.030026930400000002,-0.0309776554,mpp,"[3.0, 5.0, 7.0, 1.0, 2.0]"
6,6,Janet,argued,with her team,['economics'],"['in the finance branch', 'in the company']",about the project,"['catastrophic', 'failing']","['in the data', 'for the analysis']",4,5,-5.7631997681,with economics her team in the finance branch in the company,about the catastrophic failing project in the data for the analysis,17,21,11,11,11,11,-5.5954138184,11,11,-5.351024437,11,11,-5.3523848534,11,11,-5.4906279755,11,11,-5.1850587771,11,11,-5.2261778942,11,11,-7.4112465198,11,11,-4.2064782083,13,16,-4.652056283,11,14,-4.6525972794,11,14,-5.1154964638,11,11,-5.5434178925,11,11,0.8095238095,1.0,0.8,Janet argued about the catastrophic failing project in the data for the analysis with her economics team in the finance branch in the company.,Janet argued with her economics team in the finance branch in the company about the catastrophic failing project in the data for the analysis.,-0.2126083374,-0.2944385147,-0.06752622600000001,-0.0477765655,-0.0651100966,-0.024216285100000002,-0.3897977426,-0.2198882252,0.0379243555,0.023567545000000002,-0.050499935100000004,-0.0578468704,mpp,"[3.0, 4.0, 7.0, 5.0, 6.0]"
7,7,Janet,chatted,with the man,[],[],inside the restaurant,"['popular', 'American']","['on main street', 'in downtown']",1,5,-5.4681252872,with the man ,inside the popular American restaurant on main street in downtown,3,19,5,10,3,10,-5.0334396362,5,10,-4.8340667276,5,10,-4.6415567118,5,10,-4.8157849312,5,10,-5.1801504294,5,10,-5.2853188515,5,10,-7.7378030883,5,10,-5.2883915901,5,11,-4.8010955387,5,10,-4.8884367943,5,10,-4.8266192605,5,10,-5.0691315988,5,10,0.15789473680000002,0.30000000000000004,0.2,Janet chatted inside the popular American restaurant on main street in downtown with the man.,Janet chatted with the man inside the popular American restaurant on main street in downtown.,0.5610432344,0.47212421190000003,0.5239776163000001,0.42975824020000003,0.4060111046,0.5992617078,0.2383126418,0.40134012,0.35208935210000003,0.3204758962,0.6030202754,0.41999334450000003,mpp,"[1.0, 4.0, 2.0, 2.0]"
8,8,Janet,negotiatied,during the conference,"['annual', 'charity']",[],about the project,['failing'],"['in the data', 'for the analysis']",3,4,-5.9873876572,during annual charity the conference ,about the failing project in the data for the analysis,12,17,6,10,5,10,-5.9470838547,6,10,-5.9580673218,6,10,-6.0239239454,6,10,-5.8910955906,6,10,-5.6907935824,6,10,-5.8131706374,6,10,-7.3320740972,6,10,-5.3802966205,7,11,-5.4407766732,6,10,-5.4306534204,6,10,-5.403230381,6,10,-5.6200009346,6,10,0.7058823529,0.5,0.75,Janet negotiatied about the failing project in the data for the analysis during the annual charity conference.,Janet negotiatied during the annual charity conference about the failing project in the data for the analysis.,-0.1066322326,-0.00091362,-0.0660718441,-0.050805401800000004,-0.1016824132,0.0674038842,-0.2414639564,-0.15823128,0.10696712400000001,0.11713346570000001,-0.1529078961,-0.3553984642,mpp,"[2.0, 4.0, 5.0, 2.0, 5.0]"
9,9,Janet,negotiatied,during the meeting,"['dedicated', 'internal']",[],about a raise,"['large', 'generous']","['for the budget', 'for her project']",3,5,-6.0353486197,during dedicated internal the meeting ,about a large generous raise for the budget for her project,12,16,6,11,5,11,-5.9269581749,6,11,-5.8326288859,6,11,-5.9310185342,6,11,-5.7237970261,6,11,-5.563983267,6,11,-5.6848039844,6,11,-8.0984136842,6,11,-6.184624932,7,11,-5.3272593125,6,11,-5.2451118801,6,11,-5.4543630509,6,11,-5.6649616105,6,11,0.75,0.4545454545,0.6000000000000001,Janet negotiatied about a large generous raise for the budget for her project during the dedicated internal meeting.,Janet negotiatied during the dedicated internal meeting about a large generous raise for the budget for her project.,-0.1379757836,-0.06508491150000001,-0.2455104646,-0.0216323535,-0.0963293422,-0.042233835500000004,0.06350341720000001,-0.06600908800000001,0.0030556347,-0.017799232300000002,0.0164838518,-0.0491481963,mpp,"[6.0, 3.0, 6.0, 2.0, 2.0]"
10,10,Janet,went,with her brother,"['annoying', 'younger']",['with the red hat'],to the mall,"['old', 'shopping']",['with fast food'],4,4,-5.0537464142,with annoying younger her brother with the red hat,to the old shopping mall with fast food,12,9,9,8,9,8,-4.8251909256,9,8,-4.4477077484,9,8,-4.7397662878,9,8,-4.53311131,9,8,-4.6124915395,9,8,-4.8178695497,9,8,-7.1447576568,9,8,-4.9785015821,9,8,-4.3477564508,9,9,-4.3327966387,9,9,-4.5784672976,9,8,-4.7369429588,9,8,1.3333333333,1.125,1.0,Janet went to the old shopping mall with fast food with her annoying younger brother with the red hat.,Janet went with her annoying younger brother with the red hat to the old shopping mall with fast food.,-0.0698312759,-0.0793117523,0.0965383291,0.0323987722,-0.0295298214,0.0523369653,0.0023194722,-0.2796539307,-0.024748217000000003,-0.0825412923,0.1711192132,0.2385911226,mpp,"[1.0, 7.0, 2.0, 7.0, 3.0]"
11,11,Janet,went,to class,"['advanced', 'graduate']",[],in a truck,"['big', 'loaded']",['from the military'],3,4,-6.0863685608,to advanced graduate class ,in a big loaded truck from the military,7,12,5,8,4,8,-6.1483945211,5,8,-6.1754806519,5,8,-5.9761669159,5,8,-6.047953097,5,8,-5.6735507846,5,8,-5.8834999502,5,8,-7.759334445,5,8,-5.3817402204,5,8,-5.5988149345,5,8,-5.8753584325,5,8,-5.5369511604,5,8,-6.3304510434,5,8,0.5833333333,0.5,0.75,Janet went in a big loaded truck from the military to advanced graduate class.,Janet went to advanced graduate class in a big loaded truck from the military.,0.3688913981,0.4538970948,0.4098035177,0.718175443,0.218967408,0.09606510400000001,-0.1225204468,0.07067117690000001,0.14912858610000002,0.24148848650000002,0.2663748423,0.6275876363,mpp,"[1.0, 2.0, 1.0, 4.0, 4.0]"
12,12,Janet,negotiatied,with her team,"['new', 'assigned', 'economics']",[],about a raise,['generous'],['for the budget'],4,3,-6.2774738736,with new assigned economics her team ,about a generous raise for the budget,11,11,7,7,6,7,-6.0484227075,7,7,-5.8413666619,7,7,-5.9834352069,7,7,-5.8082798057,7,7,-5.7988469977,7,7,-5.8689034111,7,7,-8.4435556813,7,7,-6.0383751154,8,7,-5.5344175577,7,7,-5.5816303492,7,7,-5.4398273627,7,7,-5.9124703142,7,7,1.0,0.8571428571,1.3333333333,Janet negotiatied about a generous raise for the budget with her new assigned economics team.,Janet negotiatied with her new assigned economics team about a generous raise for the budget.,0.1430736118,0.034710990000000004,0.0401280456,0.2517073949,0.25828281200000003,0.3025898432,-0.35551490280000003,0.0444418192,0.2868700027,0.2470924616,0.0733266142,0.3255266613,mpp,"[5.0, 2.0, 4.0, 1.0, 5.0]"
13,13,Janet,argued,during the meeting,"['dedicated', 'internal', 'complaints']",['for organized projects'],about the project,[],"['for the analysis', 'for the paper']",5,3,-6.1606325422,during dedicated internal complaints the meeting for organized projects,about the  project for the analysis for the paper,20,15,9,10,9,9,-6.1982614426,9,10,-5.9743810381,9,10,-6.0614096778,9,10,-6.0754720597,9,10,-5.8922144716,9,10,-6.056522261,9,10,-7.5813010172,9,10,-5.5075279149,11,10,-5.8162451441,9,10,-5.9127265757,9,10,-5.7977292651,9,10,-6.1970478921,9,10,1.3333333333,1.0,1.6666666667,Janet argued about the project for the analysis for the paper during the dedicated internal complaints meeting for organized projects.,Janet argued during the dedicated internal complaints meeting for organized projects about the project for the analysis for the paper.,0.0643617539,-0.3225942339,-0.0664825212,-0.1763506844,-0.2121759328,-0.3141630996,-0.5212415132,-0.2008343393,-0.0813790234,-0.0843237747,-0.1625732695,-0.13078784940000002,mpp,"[3.0, 1.0, 1.0, 4.0]"
14,14,Janet,went,to the concert,"['crowded', 'folk']",[],with a van,['cheap'],['for her supplies'],3,3,-6.1434514364,to crowded folk the concert ,with a cheap van for her supplies,7,8,6,7,5,7,-5.7506876628,6,7,-5.914977773,6,7,-5.5380905469,6,7,-5.6208368301,6,7,-5.6437726021,6,7,-5.9387052059,6,7,-7.8505213261,6,7,-5.736161073,6,7,-5.6719123125,6,7,-5.8512448668,6,7,-5.4427803993,6,7,-5.8269058228,6,7,0.875,0.7142857143,1.0,Janet went with a cheap van for her supplies to the crowded folk concert.,Janet went to the crowded folk concert with a cheap van for her supplies.,0.1234850566,0.3166519165,0.1312158266,0.5651058197000001,0.1750868261,0.0867563486,0.4595007599,0.3282691955,-0.0030053258,0.1029869318,0.31319173170000003,0.3040830295,mpp,"[6.0, 1.0, 4.0, 4.0]"
15,15,Janet,argued,during the meeting,"['dedicated', 'internal']","['for speaking with HR', 'for organized projects']",about the project,"['catastrophic', 'failing']","['for the analysis', 'for the paper']",5,5,-6.5147640522,during dedicated internal the meeting for speaking with HR for organized projects,about the catastrophic failing project for the analysis for the paper,23,21,12,11,12,11,-6.5583906907,12,11,-6.2589735985,12,11,-6.2122121224,12,11,-6.246887097,12,11,-6.0658105391,12,11,-6.2324906985,12,11,-8.7228802928,12,11,-5.4630141556,14,16,-5.4283662478,12,14,-5.487415425,12,14,-5.9617327543,12,11,-6.1380778826,12,11,1.0952380952,1.0909090909,1.0,Janet argued about the catastrophic failing project for the analysis for the paper during the dedicated internal meeting for speaking with HR for organized projects.,Janet argued during the dedicated internal meeting for speaking with HR for organized projects about the catastrophic failing project for the analysis for the paper.,0.154119785,0.0083208451,-0.0129174819,0.07749377760000001,-0.1455557788,-0.0357387684,-0.2643715541,-0.0069069118,0.053252188400000004,0.0978303115,-0.1621972598,-0.1404858186,mpp,"[4.0, 4.0, 4.0, 3.0, 2.0]"
16,16,Janet,chatted,during the meeting,['internal'],"['for speaking with HR', 'for organized projects']",about the project,"['catastrophic', 'failing']","['in the data', 'for the analysis']",4,5,-5.9368661734,during internal the meeting for speaking with HR for organized projects,about the catastrophic failing project in the data for the analysis,19,21,11,11,11,11,-5.7857928643,11,11,-5.7319336671,11,11,-5.7878937905,11,11,-5.8879254231,11,11,-5.9106273651,11,11,-5.8574033843,11,11,-8.530228915,11,11,-5.1637823731,13,16,-5.0604461829,11,14,-5.1177599271,11,14,-5.4708268276,11,11,-5.6551304414,11,11,0.9047619048000001,1.0,0.8,Janet chatted about the catastrophic failing project in the data for the analysis during the internal meeting for speaking with HR for organized projects.,Janet chatted during the internal meeting for speaking with HR for organized projects about the catastrophic failing project in the data for the analysis.,-0.1658383883,-0.2119269004,-0.0837047283,-0.016620966100000002,-0.122443782,-0.22123875440000002,0.18464127290000001,0.0555020273,-0.11689085960000001,-0.1235407194,-0.2291584381,-0.3123800204,mpp,"[7.0, 6.0, 4.0, 6.0, 4.0, 7.0, 3.0, 6.0, 4.0, 4.0, 7.0, 5.0]"
17,17,Janet,argued,with her team,['new'],[],about the project,"['catastrophic', 'failing']",['in the data'],2,4,-6.338290151,with new her team ,about the catastrophic failing project in the data,4,15,5,8,4,8,-6.0564961751,5,8,-5.6789697647,5,8,-5.8046910922,5,8,-5.941015625,5,8,-5.968527317,5,8,-6.0201289654,5,8,-7.5568597019,5,8,-4.249425745,5,13,-5.0001941982,5,11,-5.0378733685,5,11,-5.6448990822,5,8,-5.8471206665,5,8,0.2666666667,0.5,0.5,Janet argued about the catastrophic failing project in the data with her new team.,Janet argued with her new team about the catastrophic failing project in the data.,0.20919799800000002,0.2872929255,0.2199045499,0.1367234866,0.2599019408,0.3614340425,-0.6585025787000001,-0.07360315320000001,0.2421580114,0.3063025474,0.19050766630000002,0.16659320200000002,mpp,"[2.0, 4.0, 5.0, 2.0, 3.0]"
18,18,Janet,went,to the beach,"['warm', 'sandy', 'surfing']","['on the coast', 'in the countryside']",in a truck,"['heavy', 'loaded']",[],6,3,-5.664912796,to warm sandy surfing the beach on the coast in the countryside,in a heavy loaded truck ,16,7,12,6,12,5,-5.3508153915,12,6,-5.2708022118,12,6,-4.9958692789,12,6,-5.0820366621,12,6,-4.7962474823,12,6,-4.9323969796,12,6,-7.7825063751,12,6,-4.6419635253000004,14,6,-4.5447461087,14,6,-4.5639586656,14,6,-4.6898980379,12,6,-4.9617070198,12,6,2.2857142857,2.4,2.0,Janet went in a heavy loaded truck to the warm sandy surfing beach on the coast in the countryside.,Janet went to the warm sandy surfing beach on the coast in the countryside in a heavy loaded truck.,0.148871994,0.1259360314,0.10879430770000001,0.1741316557,0.1411927995,0.0364586059,0.3563580967,-0.1262279207,0.21387985480000002,0.104939523,0.0618386745,-0.1735920906,mpp,"[4.0, 7.0, 1.0, 6.0, 5.0]"
19,19,Janet,argued,with her team,"['new', 'economics']",['for stock predictions'],about the project,"['catastrophic', 'failing']",[],4,3,-7.0032186508,with new economics her team for stock predictions,about the catastrophic failing project ,13,11,8,6,8,5,-6.8650121689,8,6,-6.639113605,8,6,-6.7028414309,8,6,-6.9250938892,8,6,-6.5605530458,8,6,-6.9251213635,8,6,-8.5928791832,8,6,-4.666887387,10,11,-5.5745607853,8,9,-5.6087657213,8,9,-6.7219794393,8,6,-7.0798200369,8,6,1.1818181818,1.6,1.3333333333,Janet argued about the catastrophic failing project with her new economics team for stock predictions.,Janet argued with her new economics team for stock predictions about the catastrophic failing project.,-0.1442780495,0.1451382041,-0.0063090920000000005,0.1482236087,-0.0570843641,0.2218759761,-0.2810654079,-0.0880762805,-0.0622458696,-0.0942349911,0.10079997780000001,-0.1029036343,mpp,"[4.0, 3.0, 3.0, 7.0, 2.0]"
20,20,Janet,chatted,during the conference,"['academia', 'charity']",['for research endeavors'],about the project,"['disorganized', 'failing']",[],4,3,-6.5604868995,during academia charity the conference for research endeavors,about the disorganized failing project ,19,12,8,7,8,5,-6.4913489024,8,7,-6.4200163947,8,7,-6.3325548967,8,7,-6.4197951423,8,7,-6.6323739604,8,7,-6.9570186515,8,7,-8.9164933907,8,7,-5.1618934714,12,9,-5.1280880596,11,8,-5.2874532161,11,8,-5.6584390163,10,7,-5.8697755575,10,7,1.5833333333,1.6,1.3333333333,Janet chatted about the disorganized failing project during the academia charity conference for research endeavors.,Janet chatted during the academia charity conference for research endeavors about the disorganized failing project.,-0.3549889458,-0.3327674866,-0.4597173532,-0.5404645337,-0.3185401465,-0.0972128416,-0.0474062217,-0.14921271290000002,-0.3217877927,-0.3256229939,-0.1899754525,-0.2113735199,mpp,"[6.0, 5.0, 6.0, 5.0, 5.0]"
21,21,Janet,drove,to the beach,['sandy'],['in the countryside'],with a van,['cheap'],['with space'],3,3,-5.0398006439,to sandy the beach in the countryside,with a cheap van with space,10,6,7,6,7,6,-5.1984517574,7,6,-5.6099832058,7,6,-5.5663247705,7,6,-5.5985849202,7,6,-5.1680053262,7,6,-5.2396252015,7,6,-7.4484175514,7,6,-4.6962556558,8,6,-4.8573862976,8,6,-5.1319268015,8,6,-4.9864811897,7,6,-5.0744766295,7,6,1.6666666667,1.1666666667,1.0,Janet drove with a cheap van with space to the sandy beach in the countryside.,Janet drove to the sandy beach in the countryside with a cheap van with space.,0.1201453209,0.2557528019,0.40423637630000003,0.4501309693,0.2199876449,-0.0162101633,0.3465427511,0.0065626537000000006,0.1561304993,0.2972183758,0.18141895530000002,-0.1433039308,mpp,"[3.0, 4.0, 1.0, 2.0, 4.0]"
22,22,Janet,negotiatied,with her team,"['new', 'assigned']","['for stock predictions', 'in the company']",about a raise,"['generous', 'annual']","['for the budget', 'for her project']",5,5,-5.930830355,with new assigned her team for stock predictions in the company,about a generous annual raise for the budget for her project,17,18,11,11,11,11,-5.8822938425,11,11,-5.6177881029,11,11,-5.7928421939,11,11,-5.6282109331,11,11,-5.1541935376,11,11,-5.3510359696,11,11,-7.3554041556,11,11,-5.678965585,12,11,-5.1674448868,11,11,-5.1669063568,11,11,-5.1384480441000004,11,11,-5.4434351921,11,11,0.9444444444000001,1.0,1.0,Janet negotiatied about a generous annual raise for the budget for her project with her new assigned team for stock predictions in the company.,Janet negotiatied with her new assigned team for stock predictions in the company about a generous annual raise for the budget for her project.,0.0598879214,0.052106786700000005,0.0886362041,0.1131181893,-0.1522968156,0.0184418474,-0.1500048467,-0.0039672687,-0.0068736734,0.0936862354,-0.018027164300000002,0.12161131260000001,mpp,"[5.0, 2.0, 7.0, 2.0, 5.0]"
23,23,Janet,argued,during the conference,"['academia', 'charity']",['for research endeavors'],about the project,[],"['in the data', 'for the analysis']",4,3,-5.9765260696,during academia charity the conference for research endeavors,about the  project in the data for the analysis,19,15,8,10,8,9,-5.9128585815,8,10,-6.0291229248,8,10,-5.9438547373,8,10,-6.1380236864,8,10,-5.946258227,8,10,-5.9468367667,8,10,-7.9564421745,8,10,-5.009983042,12,10,-5.0410355926,11,10,-5.0569366614,11,10,-5.3750495477,10,10,-5.5955851078,10,10,1.2666666667,0.8888888889000001,1.3333333333,Janet argued about the project in the data for the analysis during the academia charity conference for research endeavors.,Janet argued during the academia charity conference for research endeavors about the project in the data for the analysis.,-0.0028570176,0.0394979477,-0.1615330458,0.14747805590000002,-0.113902478,-0.19625513900000002,-0.7346910976000001,-0.20256307850000002,-0.1187352339,-0.2805607319,0.0280642943,0.0494094328,mpp,"[3.0, 4.0, 4.0, 6.0]"
24,24,Janet,argued,with her team,['assigned'],"['for stock predictions', 'in the finance branch', 'in the company']",about the project,['disorganized'],[],5,2,-6.1274226796,with assigned her team for stock predictions in the finance branch in the company,about the disorganized project ,21,10,14,6,14,4,-5.9899538214,14,6,-5.5717958971,14,6,-5.6826936115,14,6,-5.6565226642,14,6,-4.9493241103,14,6,-5.1742704848,14,6,-7.4618232769,14,6,-5.052452507,16,7,-4.6857155363,14,7,-4.782955269,14,7,-4.9986420111,14,6,-5.1590654417,14,6,2.1,3.5,2.5,Janet argued about the disorganized project with her assigned team for stock predictions in the finance branch in the company.,Janet argued with her assigned team for stock predictions in the finance branch in the company about the disorganized project.,-0.1537730477,-0.2858474037,-0.30960057,-0.3734327663,-0.5065194835,-0.2919538539,-0.0592095126,-0.1729571533,-0.4592589338,-0.404336234,-0.4163611152,-0.5846621339,mpp,"[1.0, 6.0, 7.0]"
25,25,Janet,biked,with her brother,['annoying'],[],to the mall,[],['with fast food'],2,2,-5.6520541055,with annoying her brother ,to the  mall with fast food,6,6,5,7,4,6,-5.2737513951,5,7,-4.9645949772,5,7,-5.0069854941,5,7,-4.8779102053,5,7,-5.0078306834,5,7,-5.2964850744,5,7,-8.400561746,5,7,-5.7726487432,5,7,-4.4796383521,5,8,-4.6198918679,5,8,-4.7793037551,5,7,-5.2213687556,5,7,1.0,0.6666666667000001,1.0,Janet biked to the mall with fast food with her annoying brother.,Janet biked with her annoying brother to the mall with fast food.,0.1756989615,0.1955446515,0.1860409805,-0.0623131139,0.091152064,0.2019247055,0.6323101998,-0.054319722300000005,0.16897344590000002,0.25121756160000003,0.0227786473,0.288536208,mpp,"[5.0, 6.0, 7.0, 4.0]"
26,26,Janet,went,to class,['graduate'],['in the downtown campus'],with a van,"['large', 'cheap']","['with space', 'for her supplies']",3,5,-5.8543804169,to graduate class in the downtown campus,with a large cheap van with space for her supplies,11,11,7,10,7,10,-5.380688858,7,10,-5.3329235077,7,10,-5.09810431,7,10,-5.1229776382,7,10,-5.2954114959,7,10,-5.6410796983000004,7,10,-7.2257089615,7,10,-5.4200417995,7,10,-5.2507268815,7,10,-5.3860074906,7,10,-4.996322608,7,10,-5.4234912395,7,10,1.0,0.7000000000000001,0.6000000000000001,Janet went with a large cheap van with space for her supplies to graduate class in the downtown campus.,Janet went to graduate class in the downtown campus with a large cheap van with space for her supplies.,0.018884468,0.1448877335,-0.1226841927,0.1985840082,0.3965036301,0.2123625392,0.13979943590000002,0.2579294204,-0.0017739704,0.1592114085,0.3519399405,0.48085870740000003,mpp,"[5.0, 1.0, 2.0, 4.0, 4.0]"
27,27,Janet,chatted,with her team,['assigned'],"['in the finance branch', 'in the company']",about the project,[],[],4,1,-5.0124717289,with assigned her team in the finance branch in the company,about the  project ,16,5,11,5,11,3,-4.6843899621,11,5,-4.7937528822,11,5,-4.4765758514,11,5,-4.5791548888,11,5,-4.887593445,11,5,-4.7060524288,11,5,-6.6765404751,11,5,-4.6610128001,12,5,-4.6990284669,11,5,-4.821572354,11,5,-4.261853483,11,5,-4.4043884012,11,5,3.2,3.6666666667,4.0,Janet chatted about the project with her assigned team in the finance branch in the company.,Janet chatted with her assigned team in the finance branch in the company about the project.,-0.1384393904,-0.167722914,-0.1246803072,-0.22021394300000002,0.0363614684,0.0074793163,-0.4130568505,-0.24195573210000001,0.12455596420000001,0.134635574,0.0894522667,0.145298375,mpp,"[6.0, 6.0, 6.0, 6.0, 4.0, 6.0]"
28,28,Janet,discussed,with her team,"['new', 'assigned']","['for stock predictions', 'in the company']",about a raise,['annual'],['for her project'],5,3,-6.2821199326,with new assigned her team for stock predictions in the company,about a annual raise for her project,17,11,11,7,11,7,-5.9703799656,11,7,-5.7166233971,11,7,-5.9944521359000005,11,7,-5.8380813599,11,7,-5.5412228541,11,7,-5.8666004268,11,7,-7.1591879455,11,7,-5.5842100273,12,7,-5.6357232441,11,7,-5.7892617312,11,7,-5.6256642115,11,7,-5.9452478545,11,7,1.5454545455,1.5714285714,1.6666666667,Janet discussed about a annual raise for her project with her new assigned team for stock predictions in the company.,Janet discussed with her new assigned team for stock predictions in the company about a annual raise for her project.,0.0835484096,0.0086419242,0.1638046673,0.1383261227,0.0386830027,0.33156806780000003,-0.0263297774,-0.11391715570000001,0.02419721,0.2532476728,0.038237163000000005,0.2106025332,mpp,"[7.0, 4.0, 7.0, 4.0, 4.0]"
