,id,subj,verb,np,adjectives,prepositions,obj phrasal weight,final con,distilgpt2 sentence score,np syll,final con syll,distilgpt2_token,np len,final con len,distilgpt2 final con tokens,gpt2 sentence score,gpt2_token,gpt2 final con tokens,gpt2_med sentence score,gpt2_med_token,gpt2_med final con tokens,gpt2_large sentence score,gpt2_large_token,gpt2_large final con tokens,gpt2_xl sentence score,gpt2_xl_token,gpt2_xl final con tokens,llama_3 sentence score,llama_3_token,llama_3 final con tokens,llama_3_chat sentence score,llama_3_chat_token,llama_3_chat final con tokens,babyopt sentence score,babyopt_token,babyopt final con tokens,babyllama sentence score,babyllama_token,babyllama final con tokens,mistral_0.3 sentence score,mistral_0.3_token,mistral_0.3 final con tokens,mistral_0.3_chat sentence score,mistral_0.3_chat_token,mistral_0.3_chat final con tokens,olmo sentence score,olmo_token,olmo final con tokens,olmo_chat sentence score,olmo_chat_token,olmo_chat final con tokens,final con phrasal weight,syll_ratio,wordlength_ratio,mods_ratio,sentence_shifted,sentence_nonshifted,gpt2_score,gpt2_med_score,gpt2_large_score,gpt2_xl_score,llama_3_score,llama_3_chat_score,babyopt_score,babyllama_score,mistral_0.3_score,mistral_0.3_chat_score,olmo_score,olmo_chat_score,var,responses
69,69,Melissa,baked,a wrapped present with red ribbon in a white box,['wrapped'],"['with red ribbon', 'in a white box']",4,over the weekend,-6.1179068089,12,5,10,10,3,3,-5.8168046474,10,3,-5.0321726799,10,3,-4.7644078434,10,3,-4.7259058058,10,3,-4.6832723618,9,3,-5.0946118972,9,3,-7.7027012881,10,3,-5.2322626114,11,3,-4.1659085625,11,3,-4.430696889,11,3,-4.1945944428,10,3,-4.7269494236,10,3,1,2.4,3.3333333333,4,Melissa baked over the weekend a wrapped present with red ribbon in a white box.,Melissa baked a wrapped present with red ribbon in a white box over the weekend.,0.4712443351,0.027760267300000002,0.082110256,0.35612580180000003,0.20899121910000001,0.5208725649,0.0734972393,0.189173474,0.28612939930000003,0.286398963,0.07119119160000001,0.2919367552,hnps,"[1.0, 5.0, 3.0]"
70,70,Melissa,prepared,a wrapped present with red ribbon,['wrapped'],['with red ribbon'],3,for the party,-6.4674026171,8,4,6,6,3,3,-5.9641095797,6,3,-5.2050059636,6,3,-4.6006917953,6,3,-4.9447243611000005,6,3,-4.9693336854,5,3,-5.2225261835,5,3,-8.0962205667,6,3,-4.9856122824,7,3,-4.4532307216,7,3,-4.5407241072,7,3,-4.2623632749,6,3,-4.6290831168,6,3,1,2.0,2.0,3,Melissa prepared for the party a wrapped present with red ribbon.,Melissa prepared a wrapped present with red ribbon for the party.,0.571884791,0.1096661885,0.3501005967,0.4484584729,0.5066705484,0.7008164479,-0.5641224567,0.34650289100000004,0.2723520143,0.3347478594,0.0329325199,0.0933072566,hnps,"[1.0, 1.0, 1.0, 6.0]"
71,71,Melissa,prepared,a cake with her name in green frosting,[],"['with her name', 'in green frosting']",3,over the weekend,-5.2702752431,9,5,8,8,3,3,-4.7786589305,8,3,-4.1770382881,8,3,-3.8093722661,8,3,-3.8759529432,8,3,-4.52206707,7,3,-4.6101648966,7,3,-7.955421418,8,3,-4.9652365148,8,3,-4.000877717,10,3,-4.3025102335,10,3,-3.8480143865,8,3,-4.2003949801,8,3,1,1.8,2.6666666667,3,Melissa prepared over the weekend a cake with her name in green frosting.,Melissa prepared a cake with her name in green frosting over the weekend.,0.3063789368,-0.1638697624,-0.040121301000000005,0.22789917,0.2070238113,-0.0942770005,0.4166157842,0.3460966945,0.277860922,0.336051969,0.1468305588,0.4126537959,hnps,"[3.0, 4.0, 2.0, 2.0, 1.0]"
72,72,Melissa,gifted,a large check,['large'],[],2,to the team,-6.615752538,3,3,3,3,3,3,-5.8321798113,3,3,-5.815214369,3,3,-5.4681037797,3,3,-5.5164274110000004,3,3,-5.2732300758,3,3,-5.4501817703,3,3,-8.2517333508,3,3,-4.9890216047000004,4,3,-5.0471797856,4,3,-5.3149581389,4,3,-4.9451503754,3,3,-5.8269424968,3,3,1,1.0,1.0,2,Melissa gifted to the team a large check.,Melissa gifted a large check to the team.,0.5163328383,0.8303341335000001,0.6006688542,1.0084467994,0.18548641200000002,0.4299213886,-0.425422573,0.36414046720000004,0.3165145787,0.4187801534,0.5581007004,0.6053567462,hnps,"[1.0, 7.0, 2.0, 1.0]"
73,73,Melissa,prepared,a multilevel blue sponge cake in green frosting with pink bows,"['multilevel', 'blue', 'sponge']","['in green frosting', 'with pink bows']",6,over the weekend,-5.8654536247,15,5,13,11,3,3,-5.4420186996,13,3,-4.9183075905,13,3,-4.4508771181,13,3,-4.7730505705,13,3,-4.887874341,12,3,-5.6285580158,12,3,-8.605695997,13,3,-6.0170143218,14,3,-3.6849128914000002,18,3,-3.7567292595,18,3,-4.4350295067,13,3,-4.5919898748,13,3,1,3.0,3.6666666667,6,Melissa prepared over the weekend a multilevel blue sponge cake in green frosting with pink bows.,Melissa prepared a multilevel blue sponge cake in green frosting with pink bows over the weekend.,0.09311656950000001,-0.3187540531,-0.1306768894,-0.182218647,-0.08818147180000001,0.1171497345,0.2449454807,0.0795717466,0.028957862900000002,0.0166371536,-0.045826673500000005,-0.3721838952,hnps,"[1.0, 3.0, 4.0, 4.0]"
74,74,Melissa,gifted,a gold trophy with her name for her performance,['gold'],"['with her name', 'for her performance']",4,for the competition,-5.7147851308,12,6,8,9,3,3,-5.0547725677,8,3,-4.8078620911,8,3,-4.7324074427000005,8,3,-4.6763330142,8,3,-4.8422899842,8,3,-5.3068546355,8,3,-7.7387168705,8,3,-4.6990510623,9,3,-4.241134935,9,3,-4.3477262656,9,3,-4.9332214673,8,3,-5.3779879252,8,3,1,2.0,3.0,4,Melissa gifted for the competition a gold trophy with her name for her performance.,Melissa gifted a gold trophy with her name for her performance for the competition.,0.3111457824,0.12164141340000001,0.4469245592,0.4506968181,0.2083052695,0.3746710122,0.5692166686,0.2243457106,0.0783165031,0.0669094722,0.320851167,0.2981864929,hnps,"[1.0, 2.0, 2.0, 2.0]"
75,75,Melissa,baked,a present with red ribbon,[],['with red ribbon'],2,in her kitchen,-6.6173492778,7,4,4,5,3,3,-5.92399129,4,3,-5.3565046137,4,3,-5.3621114384,4,3,-4.9650933526,4,3,-5.5162173112,4,3,-5.8014925321,4,3,-8.2729478677,4,3,-4.8549282153,4,3,-4.654740572,6,3,-5.0245899132,6,3,-5.0437202454,4,3,-5.6187468009,4,3,1,1.75,1.6666666667,2,Melissa baked in her kitchen a present with red ribbon.,Melissa baked a present with red ribbon in her kitchen.,0.3499388261,0.0335842479,0.1720678156,-0.0862946077,0.2266492049,0.3643635114,-0.1169761817,0.12653927,0.0203677927,0.1672305379,0.1407294707,0.29683928060000003,hnps,"[7.0, 2.0, 1.0, 4.0, 1.0]"
76,76,Melissa,completed,fascinating courses under the famous professor,['fascinating'],['under the famous professor'],3,during the day,-7.7007959684000005,14,4,8,6,3,3,-6.6289922396,8,3,-6.2807277044,8,3,-5.8301632007,8,3,-6.0261295636,8,3,-6.1980389082,8,3,-6.4289550781,8,3,-8.3874695118,8,3,-6.0853075614,9,4,-6.2322808046,7,3,-6.5129759128,7,3,-5.8616555532,8,3,-6.4842830102,8,3,1,3.5,2.0,3,Melissa completed during the day fascinating courses under the famous professor.,Melissa completed fascinating courses under the famous professor during the day.,0.2751061121,0.2589960099,0.1898692449,0.512207667,0.2864911007,0.16389964170000001,0.33940201540000003,0.39056722930000004,0.0715882595,-0.0148999508,0.18143280350000002,-0.0179146131,hnps,"[2.0, 3.0, 1.0, 3.0]"
77,77,Melissa,taught,fascinating strenuous courses on astronomy under the famous professor from NASA,"['fascinating', 'strenuous']","['on astronomy', 'under the famous professor', 'from NASA']",6,at the college,-6.5932939317,24,4,14,11,3,3,-5.9354457855,14,3,-5.4998397827,14,3,-5.4302397039,14,3,-5.6132961644,14,3,-5.7616027029,14,3,-5.742013078,14,3,-7.8922960633,14,3,-4.917474595,18,3,-5.0470984323,15,3,-5.1268588475,15,3,-5.2382628792,15,3,-5.5891662899,15,3,1,6.0,3.6666666667,6,Melissa taught at the college fascinating strenuous courses on astronomy under the famous professor from NASA.,Melissa taught fascinating strenuous courses on astronomy under the famous professor from NASA at the college.,0.0273651547,-0.2249321408,-0.1027675735,0.0093671746,0.22692173410000002,0.2824143109,-0.1364379933,-0.1398246071,-0.2381852468,-0.2698565665,-0.05995665100000001,-0.0308957602,hnps,"[5.0, 7.0, 2.0, 4.0, 5.0]"
78,78,Melissa,baked,fresh vegan blueberry muffins with white frosting with egg substitute,"['fresh', 'vegan', 'blueberry']","['with white frosting', 'with egg substitute']",6,over the weekend,-5.3979130795,17,5,12,10,3,3,-4.9478723626,12,3,-4.4703653737,12,3,-4.3898805317,12,3,-4.228531712,12,3,-4.5641373584,11,3,-5.4543518267,11,3,-9.191519475,12,3,-5.2702047825,15,3,-3.5296967824,15,3,-3.7193197012,15,3,-4.1264040596,12,3,-4.7104310236,12,3,1,3.4,3.3333333333,6,Melissa baked over the weekend fresh vegan blueberry muffins with white frosting with egg substitute.,Melissa baked fresh vegan blueberry muffins with white frosting with egg substitute over the weekend.,0.42512994060000003,0.1855672535,0.1600592513,0.11811339230000001,0.2135696411,0.5414132068,0.27084121710000003,0.2194889676,0.22321967280000002,0.2772230705,0.2807187031,0.1671690689,hnps,"[1.0, 4.0, 2.0, 2.0, 5.0]"
79,79,Melissa,made,vegan muffins with white frosting with egg substitute,['vegan'],"['with white frosting', 'with egg substitute']",4,over the weekend,-5.4042999744,13,5,10,8,3,3,-5.1151125431,10,3,-4.7098559141,10,3,-4.5817418694,10,3,-4.8380195796,10,3,-5.305692941,9,3,-6.0025125146,9,3,-9.166009903,10,3,-5.2374483661,11,3,-4.2145492315,12,3,-4.3158502817,12,3,-4.5986714363,10,3,-5.2358464003,10,3,1,2.6,2.6666666667,4,Melissa made over the weekend vegan muffins with white frosting with egg substitute.,Melissa made vegan muffins with white frosting with egg substitute over the weekend.,0.2138180733,0.2725915164,0.3372248411,0.5170279741,0.5405444801,0.7934446931,-0.3009590541,0.1725670664,0.5562067985,0.5585558653,0.420471549,0.5094649196000001,hnps,"[1.0, 3.0, 4.0, 2.0]"
80,80,Melissa,awarded,a shiny trophy,['shiny'],[],2,to the team,-6.5318622589,5,3,4,3,3,3,-5.5168603261,4,3,-5.6878882514,4,3,-5.0642262565,4,3,-5.0285346773,4,3,-5.9735452175,4,3,-5.8360535145,4,3,-7.2239498138,4,3,-4.9606559493,4,3,-4.7626913244,4,3,-4.9852045666,4,3,-5.0606810782,4,3,-6.0044608646,4,3,1,1.6666666667,1.0,2,Melissa awarded to the team a shiny trophy.,Melissa awarded a shiny trophy to the team.,0.4713168674,0.9940155877000001,0.5454580519000001,0.8442062802,0.2785989284,0.2170818806,-0.32568845750000003,0.2770620693,0.2157301469,0.1966037317,0.47763850960000004,0.1174641185,hnps,"[2.0, 5.0, 1.0, 1.0, 1.0]"
81,81,Melissa,took,fascinating strenuous courses on astronomy from NASA,"['fascinating', 'strenuous']","['on astronomy', 'from NASA']",5,at the college,-7.0437315532,16,4,10,7,3,3,-6.7664305823,10,3,-6.0298647199,10,3,-6.2863118308,10,3,-6.33329572,10,3,-6.3022937775,10,3,-6.2967895508,10,3,-7.8835211436,10,3,-4.9225158691,14,3,-5.4309205448,11,3,-5.6010159885,11,3,-6.1695820808,11,3,-6.7843387604,11,3,1,4.0,2.3333333333,5,Melissa took at the college fascinating strenuous courses on astronomy from NASA.,Melissa took fascinating strenuous courses on astronomy from NASA at the college.,0.5328870501,0.34924084800000005,0.5249516283,0.5260299274,0.7124828021,0.5664436976,-0.0463614782,0.2590921455,0.5094712762,0.4287741605,0.6943329175,1.1619849841,hnps,"[1.0, 2.0, 1.0, 3.0]"
82,82,Melissa,completed,fascinating courses,['fascinating'],[],2,at her university,-8.1593961716,6,7,5,2,3,3,-7.0934071541,5,3,-6.7709536552,5,3,-6.667560041,5,3,-6.7510033846,5,3,-6.7005502913,5,3,-7.3344288932,5,3,-8.9055054453,5,3,-6.2772406472,6,3,-6.9151657952,4,3,-7.2666979366,4,3,-6.662648797,5,3,-7.708042562,5,3,1,0.8571428571,0.6666666667000001,2,Melissa completed at her university fascinating courses.,Melissa completed fascinating courses at her university.,0.5026111603,0.46927499770000003,0.7878608108,1.3004236817000001,0.8403920068,1.0028524399,0.20395029920000002,0.6690538724,0.9971071879000001,0.9560230573,1.1008582115,1.3361030817,hnps,"[3.0, 1.0, 1.0, 3.0, 1.0]"
83,83,Melissa,prepared,fresh vegan muffins with white frosting,"['fresh', 'vegan']",['with white frosting'],4,over the weekend,-5.6742734909,9,5,7,6,3,3,-5.4547480174,7,3,-4.6563962528,7,3,-4.6706799439,7,3,-4.8002140522,7,3,-5.421397107,6,3,-6.0207751819,6,3,-8.5170202573,7,3,-5.2581697106,9,3,-4.0925709671,10,3,-4.2294920286,10,3,-4.7185636929,7,3,-5.4834496975,7,3,1,1.8,2.0,4,Melissa prepared over the weekend fresh vegan muffins with white frosting.,Melissa prepared fresh vegan muffins with white frosting over the weekend.,0.2214791434,0.1089534419,0.3283126014,0.4066239425,0.4620476791,0.6227963311,-0.021921571100000002,0.2572191059,0.2375192112,0.3112715616,0.2715934345,0.2149255616,hnps,"[1.0, 3.0, 1.0, 2.0, 1.0, 1.0, 4.0, 1.0, 2.0, 7.0, 1.0, 2.0]"
84,84,Melissa,baked,a cake in green frosting,[],['in green frosting'],2,in her kitchen,-5.8304905891,6,4,5,5,3,3,-4.9702877998,5,3,-4.3862067858,5,3,-4.2991226912,5,3,-3.945834438,5,3,-5.0173012416,4,3,-5.344417731,4,3,-8.1165458239,5,3,-4.6227556009,5,3,-3.9657629649,7,3,-4.2163847605,7,3,-4.0766872565,5,3,-4.5236075322,5,3,1,1.5,1.6666666667,2,Melissa baked in her kitchen a cake in green frosting.,Melissa baked a cake in green frosting in her kitchen.,0.5424032211,0.3622166315,0.3200323185,0.2922203541,-0.10439213110000001,0.1409352621,0.22981929780000002,0.4357924462,0.2545747121,0.1736159642,0.2150503,0.3926343123,hnps,"[1.0, 2.0, 4.0, 1.0]"
85,85,Melissa,made,a cake in green frosting,[],['in green frosting'],2,in her kitchen,-5.6986705462,6,4,5,5,3,3,-4.9733309746,5,3,-4.3154541651,5,3,-4.0844594638,5,3,-3.9862679243,5,3,-5.0096208254,4,3,-5.3438282013,4,3,-8.1440211443,5,3,-4.5136842361,5,3,-4.3344624724,7,3,-4.5715697152,7,3,-4.4325814247,5,3,-4.8391873837,5,3,1,1.5,1.6666666667,2,Melissa made in her kitchen a cake in green frosting.,Melissa made a cake in green frosting in her kitchen.,0.35115559900000004,0.21847629540000002,0.37308410810000003,0.35775943600000004,0.41292055440000003,0.1631516616,0.9269288137,0.4389095673,0.31981887140000004,0.3415750435,0.4973793824,0.7050514222,hnps,"[1.0, 1.0, 2.0, 1.0]"
86,86,Melissa,made,a vanilla cake in green frosting with pink bows,['vanilla'],"['in green frosting', 'with pink bows']",4,in her kitchen,-5.9997735023,12,4,10,9,3,3,-5.0437021255,10,3,-4.5180275738,10,3,-4.234284699,10,3,-4.2403316498,10,3,-4.8531237543,9,3,-5.369612515,9,3,-7.8914951998000005,10,3,-4.8420754881,10,3,-3.8079657078,13,3,-3.9558510780000002,13,3,-4.0884327608,11,3,-4.5693778431,11,3,1,3.0,3.0,4,Melissa made in her kitchen a vanilla cake in green frosting with pink bows.,Melissa made a vanilla cake in green frosting with pink bows in her kitchen.,0.0088214874,-0.0719102323,0.042057901700000004,-0.1900952458,0.2145199478,0.1645792127,0.3800276027,0.18133188690000002,0.2979650498,0.3230570793,0.1649394877,0.3522823558,hnps,"[1.0, 2.0, 2.0]"
87,87,Melissa,baked,a multilevel vanilla cake with her name,"['multilevel', 'vanilla']",['with her name'],4,in her kitchen,-5.3774595896,12,4,8,7,3,3,-5.0404506683,8,3,-4.8787437439,8,3,-4.9681015333,8,3,-4.5378710429,8,3,-4.6995853186,8,3,-4.9286094904,8,3,-7.90365839,8,3,-5.5971978307,9,3,-4.2963808642,10,3,-4.5212566323,10,3,-4.6697486469000005,7,3,-5.5855911459,7,3,1,3.0,2.3333333333,4,Melissa baked in her kitchen a multilevel vanilla cake with her name.,Melissa baked a multilevel vanilla cake with her name in her kitchen.,0.3842834472,0.2347483317,0.3311375936,-0.0868056297,-0.2329791188,-0.26552343370000003,-0.2037376762,0.23657643800000003,0.34496953750000003,0.2911917634,0.1176724434,0.3876927921,hnps,"[1.0, 2.0, 2.0, 3.0, 4.0]"
88,88,Melissa,prepared,a multilevel vanilla sponge cake with pink bows,"['multilevel', 'vanilla', 'sponge']",['with pink bows'],5,for the party,-6.0951786041,13,4,9,8,3,3,-5.5619635582,9,3,-5.2431025505,9,3,-4.8409031034,9,3,-4.8923487961,9,3,-4.7554453962,9,3,-5.1457531312,9,3,-8.1620388592,9,3,-5.9440337349,10,3,-3.6749946503,14,3,-3.6671587172,14,3,-4.2372173071,9,3,-5.0394099057,9,3,1,3.25,2.6666666667,5,Melissa prepared for the party a multilevel vanilla sponge cake with pink bows.,Melissa prepared a multilevel vanilla sponge cake with pink bows for the party.,0.49702858930000005,0.39490246770000004,0.4152583778,0.2745440602,0.1239091929,0.154744541,-1.0112183515,0.3464039634,0.10941049030000001,0.0092605636,0.18547499180000002,0.3089370132,hnps,"[2.0, 2.0, 1.0, 3.0, 2.0]"
89,89,Melissa,gifted,a gold trophy with her name for her performance,['gold'],"['with her name', 'for her performance']",4,to the team,-5.2613770803,12,3,8,9,3,3,-4.7090185801,8,3,-4.604132843,8,3,-4.3529605865,8,3,-4.2584000905,8,3,-4.2192318439,8,3,-4.5586912632,8,3,-7.0451187193,8,3,-4.5770607524,9,3,-4.07448509,9,3,-4.2983805339,9,3,-4.2536156972,8,3,-4.7106475512,8,3,1,4.0,3.0,4,Melissa gifted to the team a gold trophy with her name for her performance.,Melissa gifted a gold trophy with her name for her performance to the team.,0.0003568013,0.0792085012,0.0141054471,0.22085831960000002,-0.36047679190000004,-0.43601989750000003,-0.19612056020000002,0.13043949330000001,-0.0478602516,0.0049510532000000005,-0.3393102646,-0.4247594516,hnps,"[6.0, 7.0, 5.0, 4.0, 2.0]"
90,90,Melissa,made,a multilevel blue sponge cake with her name in green frosting,"['multilevel', 'blue', 'sponge']","['with her name', 'in green frosting']",6,over the weekend,-4.9713309288,15,5,13,11,3,3,-4.7338691711,13,3,-4.5769386768,13,3,-4.1846592903,13,3,-4.350483036,13,3,-4.6517987967,12,3,-5.1188209534,12,3,-8.1798135894,13,3,-5.4124411174,14,3,-3.8133228819,17,3,-3.9637067119,17,3,-4.5043710909,12,3,-4.9614934921,12,3,1,3.0,3.6666666667,6,Melissa made over the weekend a multilevel blue sponge cake with her name in green frosting.,Melissa made a multilevel blue sponge cake with her name in green frosting over the weekend.,0.045582389800000005,-0.014659166400000001,-0.2673585177,0.1480898141,0.137853694,0.24283604620000002,0.5312191191,0.0545174054,0.2867882053,0.2053971886,0.2529841975,0.2358015713,hnps,"[1.0, 2.0, 1.0, 2.0, 4.0]"
91,91,Melissa,awarded,a shiny winning trophy for her performance,"['shiny', 'winning']",['for her performance'],4,at the ceremony,-5.7446941963,12,6,7,7,3,3,-4.7863721114,7,3,-4.9448990455,7,3,-4.8371364153,7,3,-4.9878045962,7,3,-5.4009868758,7,3,-5.5310707433,7,3,-7.0854108674,7,3,-4.9355340958000005,7,3,-4.7456891696,7,3,-4.8552567482,7,3,-4.968317472,7,3,-6.1214242715,7,3,1,2.0,2.3333333333,4,Melissa awarded at the ceremony a shiny winning trophy for her performance.,Melissa awarded a shiny winning trophy for her performance at the ceremony.,0.3146112882,0.3600541628,0.4302695714,0.5441393852,-0.11992985860000001,0.1967850753,0.1537086623,0.3560732206,0.15049072900000002,0.22449642820000001,0.1589716398,0.6974350122,hnps,"[3.0, 4.0, 2.0, 2.0, 1.0]"
92,92,Melissa,took,fascinating courses on astronomy,['fascinating'],['on astronomy'],3,at the college,-7.4058401108,11,4,6,4,3,3,-6.9556596756,6,3,-5.9347249985,6,3,-5.9721819878,6,3,-6.162801981,6,3,-6.1394453049,6,3,-5.9131366123,6,3,-8.113805164,6,3,-5.3028196494,8,3,-5.4480824868,6,3,-5.5345514218,6,3,-6.0826414108,6,3,-6.4605257988,6,3,1,2.75,1.3333333333,3,Melissa took at the college fascinating courses on astronomy.,Melissa took fascinating courses on astronomy at the college.,1.1089504242,0.6152639389,0.7670357228,0.8058492184,0.9748907090000001,0.9244687774,0.0742880648,0.5744516055000001,0.6774929762,0.5607761145,1.2832271576,1.4161568165,hnps,"[1.0, 1.0, 1.0, 1.0, 1.0]"
93,93,Melissa,brought,cold sweet drinks from the bodega in her bag,"['cold', 'sweet']","['from the bodega', 'in her bag']",5,when she arrived,-5.4871157478,11,4,11,9,3,3,-4.9693390341,11,3,-4.7870024513,11,3,-4.8540585462,11,3,-4.4160035919,11,3,-5.0687331031,10,3,-5.3115695505,10,3,-6.4783366786,11,3,-5.5502052042,12,3,-4.6167534987,12,3,-4.6110912164,12,3,-4.2706113703,11,3,-4.6038067481,11,3,1,2.75,3.0,5,Melissa brought when she arrived cold sweet drinks from the bodega in her bag.,Melissa brought cold sweet drinks from the bodega in her bag when she arrived.,0.5817087958,0.5012989044,0.7166206416,0.4013160538,0.8955445009,0.5773892123000001,0.2834669749,0.7426529195,0.7261357307,0.6349619230000001,0.5263373431,0.2789799746,hnps,"[1.0, 1.0, 1.0, 3.0, 1.0]"
94,94,Melissa,prepared,a multilevel blue cake with her name with pink bows,"['multilevel', 'blue']","['with her name', 'with pink bows']",5,for the party,-5.7284136878,13,4,11,10,3,3,-5.3838445875,11,3,-5.254609002,11,3,-4.7894464599,11,3,-4.9125014411,11,3,-4.7405221839000005,11,3,-5.2751884962,11,3,-7.9623435171,11,3,-5.677038268,12,3,-4.3444418192,13,3,-4.38614645,13,3,-4.295595328,11,3,-5.0934232871,11,3,1,3.25,3.3333333333,5,Melissa prepared for the party a multilevel blue cake with her name with pink bows.,Melissa prepared a multilevel blue cake with her name with pink bows for the party.,0.2578245798,-0.0448273553,0.0669762559,0.0646553304,-0.0780503122,-0.0651266701,-0.5700802301,0.2692952407,0.002658248,-0.18291471010000002,0.031524181400000004,0.3225025601,hnps,"[1.0, 4.0, 6.0]"
95,95,Melissa,gave,a trophy with her name,[],['with her name'],2,to the team,-5.3316645189,6,3,4,5,3,3,-4.6482535276,4,3,-4.335826527,4,3,-4.0633515878,4,3,-4.0495297692,4,3,-4.4034722646,4,3,-4.5524571737,4,3,-6.3765995105,4,3,-3.8561723782,4,3,-4.3168197412,5,3,-4.5491978205,5,3,-4.1726507274,4,3,-4.8699960709,4,3,1,2.0,1.6666666667,2,Melissa gave to the team a trophy with her name.,Melissa gave a trophy with her name to the team.,0.20151172990000002,-0.0549399636,0.12384921850000001,0.1319346861,-0.0943103631,-0.1733772754,-0.5791352987,-0.0089010826,0.1881830876,0.15801778200000002,0.3023227345,0.5337882909,hnps,"[1.0, 4.0, 3.0, 2.0]"
96,96,Melissa,saw,her sweet estranged friend from high school,"['sweet', 'estranged']",['from high school'],4,in the store,-6.1409464616,9,3,6,7,3,3,-5.2016705733,6,3,-4.8176074945,6,3,-4.6585851082,6,3,-4.681114747,6,3,-4.7031315168,7,3,-4.7467764537,7,3,-8.5535996641,6,3,-4.6680987775,9,3,-4.2054060996,9,3,-4.2576325834,9,3,-4.3484194619,7,3,-4.8458543505,7,3,1,3.0,2.3333333333,4,Melissa saw in the store her sweet estranged friend from high school.,Melissa saw her sweet estranged friend from high school in the store.,0.10507026080000001,0.23162625620000002,0.1036366316,0.3789666249,0.5222315789,0.49241256720000004,0.7738998276,0.011926352900000001,0.481027782,0.5475986004,0.5065427507,0.4077406951,hnps,"[1.0, 1.0, 2.0, 1.0]"
97,97,Melissa,made,fresh vegan muffins with egg substitute,"['fresh', 'vegan']",['with egg substitute'],4,for the party,-6.4107511961,10,4,6,6,3,3,-6.0527544755,6,3,-5.0757193199,6,3,-4.8969895656,6,3,-4.9750877894,6,3,-5.4197224208,6,3,-5.5025578908,6,3,-9.6490797997,6,3,-5.4638670385,9,3,-4.7416108251,8,3,-4.9483454525,8,3,-4.869934082,6,3,-5.6651116151,6,3,1,2.5,2.0,4,Melissa made for the party fresh vegan muffins with egg substitute.,Melissa made fresh vegan muffins with egg substitute for the party.,0.9691971999000001,0.5313948852,0.8334214137,0.6290563437000001,0.8446164812,0.8154983521,0.3743160453,0.6495752335,0.8236491979,0.9074614346000001,0.8538846969,1.0417994719,hnps,"[1.0, 2.0, 2.0, 1.0, 1.0]"
98,98,Melissa,noticed,the tall rugged man with the axe,"['tall', 'rugged']",['with the axe'],4,at the park,-6.1101172521,8,3,6,7,3,3,-5.3588674985,6,3,-4.809845851,6,3,-4.6286446131,6,3,-4.7069057685,6,3,-5.1177820478,7,3,-5.4700078964,7,3,-8.3240513461,6,3,-4.4821036339,8,3,-4.3680031598,9,3,-4.4556939304,9,3,-4.6640369709,7,3,-5.2650072758,7,3,1,2.6666666667,2.3333333333,4,Melissa noticed at the park the tall rugged man with the axe.,Melissa noticed the tall rugged man with the axe at the park.,0.1421294579,0.1392000638,0.1902954762,0.3312063584,0.4115150996,0.29957696370000003,0.321385588,-0.1512399355,0.2674550414,0.2046099901,0.3380798927,0.4529256821,hnps,"[2.0, 1.0, 2.0, 4.0, 1.0]"
99,99,Melissa,presented,a large check from the hosts from the organization,['large'],"['from the hosts', 'from the organization']",4,to the team,-5.3168931325,13,3,8,9,3,3,-5.0380593618,8,3,-4.6911432902,8,3,-4.531368192,8,3,-4.480896314,8,3,-5.0892115533,8,3,-5.1300079226,8,3,-6.4712161124,8,3,-4.3248671924,10,3,-5.0608772635,9,3,-5.2501059175,9,3,-4.6842614492,8,3,-5.2859100024,8,3,1,4.3333333333,3.0,4,Melissa presented to the team a large check from the hosts from the organization.,Melissa presented a large check from the hosts from the organization to the team.,0.0880490621,-0.012403361000000002,0.052208614300000004,0.1205924034,0.20725885030000002,0.2568845152,-0.6105516851,0.11954243040000001,0.3261905014,0.2596039772,0.21256510420000002,0.0181504568,hnps,"[3.0, 3.0, 2.0, 3.0, 2.0]"
100,100,Melissa,gifted,a large expensive check of $50k from the organization,"['large', 'expensive']","['of $50k', 'from the organization']",5,at the ceremony,-5.5889506621,14,6,10,9,3,3,-5.2578010559,10,3,-5.1351752562,10,3,-5.3481761147,10,3,-5.2587767769000004,10,3,-5.0811973943,10,3,-5.428850068,10,3,-7.7504219479,10,3,-5.3815957622,11,3,-4.5221085072000005,12,3,-4.540446949,12,3,-4.8933096493,10,3,-5.5059491045,10,3,1,2.3333333333,3.0,5,Melissa gifted at the ceremony a large expensive check of $50k from the organization.,Melissa gifted a large expensive check of $50k from the organization at the ceremony.,0.0778103997,0.1594046425,0.529186361,0.3084630685,0.10463786130000001,0.1833247874,-0.1257218785,0.2598136099,0.1283310175,0.040338420900000005,0.3773650001,0.6269383150000001,hnps,"[5.0, 3.0, 1.0, 2.0, 4.0]"
